addressLocality,addressRegion,latitude,longitude,postalCode,streetAddress,Store
San Antonio,FL,28.331426,-82.275689,33576-8160,32644 State Rd 52,Family Dollar
Sanford,FL,28.80102949,-81.25596437,32771-2972,1111 Celery Avenue,Family Dollar
Sanford,FL,28.78759,-81.273709,32771-4276,2436 S French Ave,Family Dollar
Sanford,FL,28.811069,-81.264539,32771-1407,413 E 1st St,Family Dollar
Sarasota,FL,27.338872,-82.523524,34237,240 N Lime Ave,Family Dollar
Sarasota,FL,27.35624676,-82.52970579,34234-7531,2128 N Washington Blvd,Family Dollar
Sebastian,FL,27.790184,-80.485912,32958-5015,728 S Fleming St,Family Dollar
Sebring,FL,27.501367,-81.438546,33870-7229,620 N Ridgewood Drive,Family Dollar
Sebring,FL,27.470816,-81.438278,33870-5437,3240 Us Highway 27s,Family Dollar
Seffner,FL,28.005491,-82.285566,33584,615 W Us Highway 92,Family Dollar
Seffner,FL,27.979411,-82.287296,33584-4534,740 M L King Blvd #A,Family Dollar
Silver Springs,FL,29.182348,-81.88861,34488-5149,15965 E. Highway 40,Family Dollar
Sneads,FL,30.710036,-84.925675,32460,8021 Us Highway 90,Family Dollar
Sorrento,FL,28.807568,-81.557276,32776,24124 Florida 46,Family Dollar
Spring Hill,FL,28.487305,-82.573779,34606-2204,4075 Deltona Boulevard,Family Dollar
Spring Hill,FL,28.49226857,-82.54441755,34608,10620 Northcliffe Blvd.,Family Dollar
Spring Hill,FL,28.452259,-82.593447,34606-4348,7419 Spring Hill Blvd,Family Dollar
Spring Hill,FL,28.46529701,-82.51371836,34609-5045,12500 Spring Hill Drive,Family Dollar
St Augustine,FL,29.91706968,-81.34708391,32084-1856,500 State Road 16,Family Dollar
St Augustine,FL,29.92471308,-81.32731048,32084-1277,3501m N Ponce De Leon Blvd,Family Dollar
St Augustine,FL,29.85201461,-81.32486482,32086-6077,2485 S Us Highway 1 S,Family Dollar
St Cloud,FL,28.24666627,-81.27960382,34769-4454,920 13th St,Family Dollar
St Petersburg,FL,27.753276,-82.639073,33701,1701 4th Street South,Family Dollar
St. Petersburg,FL,27.771381,-82.70038,33710,4901 Central Ave,Family Dollar
St Petersburg,FL,27.771575,-82.677288,33713-8520,3201 Central Ave,Family Dollar
St Petersburg,FL,27.747524,-82.680346,33711-3227,2301 34th St South,Family Dollar
St Petersburg,FL,27.759547,-82.646949,33705-2201,1041 Martin Luther King St S,Family Dollar
St. Petersburg,FL,27.767645,-82.645536,33701-4010,850-A 3rd Avenue South,Family Dollar
St. Petersburg,FL,27.788853,-82.655341,33704-4024,1720 16th St. North,Family Dollar
St. Petersburg,FL,27.748662,-82.701584,33707,5015 Gulfport Blvd. South,Family Dollar
St. Petersburg,FL,27.803075,-82.679907,33713,3401 34th Ave. N,Family Dollar
St Petersburg,FL,27.728478,-82.638909,33705-4409,4384 6th St S,Family Dollar
St Petersburg,FL,27.753276,-82.639073,33701,1701 4th Street South,Family Dollar
St. Petersburg,FL,27.771381,-82.70038,33710,4901 Central Ave,Family Dollar
St Petersburg,FL,27.771575,-82.677288,33713-8520,3201 Central Ave,Family Dollar
St Petersburg,FL,27.747524,-82.680346,33711-3227,2301 34th St South,Family Dollar
St Petersburg,FL,27.759547,-82.646949,33705-2201,1041 Martin Luther King St S,Family Dollar
St. Petersburg,FL,27.767645,-82.645536,33701-4010,850-A 3rd Avenue South,Family Dollar
St. Petersburg,FL,27.788853,-82.655341,33704-4024,1720 16th St. North,Family Dollar
St. Petersburg,FL,27.748662,-82.701584,33707,5015 Gulfport Blvd. South,Family Dollar
St. Petersburg,FL,27.803075,-82.679907,33713,3401 34th Ave. N,Family Dollar
St Petersburg,FL,27.728478,-82.638909,33705-4409,4384 6th St S,Family Dollar
Stuart,FL,27.1319209,-80.20275026,34997,6067 Se Federal Highway,Family Dollar
Stuart,FL,27.190597,-80.255002,34994-2939,836 S Federal Hwy,Family Dollar
Summerfield,FL,28.981509,-81.989816,34491,9850 Se Highway 42,Family Dollar
Sunrise,FL,26.136595,-80.23024,33313-6803,6033 W Sunrise Blvd,Family Dollar
Sunrise,FL,26.154369,-80.255961,33322-3058,8241 Sunset Strip,Family Dollar
Tallahassee,FL,30.396896,-84.281432,32305-7019,3613 Crawfordville Road,Family Dollar
Tallahassee,FL,30.464111,-84.298526,32303-5357,932 W Tharpe Street,Family Dollar
Tallahassee,FL,30.501268,-84.326773,32303-2819,3813 N. Monroe Street,Family Dollar
Tallahassee,FL,30.32111,-84.24772,32311,1885 Oak Ridge Rd E,Family Dollar
Tallahassee,FL,30.415901,-84.281064,32301-6363,2526 South Monroe Street,Family Dollar
Tallahassee,FL,30.37643074,-84.28913,32305,5107 Capital Circle Sw,Family Dollar
Tallahassee,FL,30.416841,-84.302849,32305-6146,2440 Springhill Rd,Family Dollar
Tallahassee,FL,30.449277,-84.290195,32301-1062,540 W Brevard St,Family Dollar
Tallahassee,FL,30.431971,-84.252,32301-3009,1711 Apalachee Pkwy,Family Dollar
Tallahassee,FL,30.455467,-84.344414,32304,1385 Bountstown Highway,Family Dollar
Tamarac,FL,26.1962,-80.2511,33321-4608,6045 N. University Drive,Family Dollar
Tamarac,FL,26.185184,-80.189152,33309-3450,3150 W Commercial Blvd,Family Dollar
Tampa,FL,27.981754,-82.34121,33610,9604 E. Dr. Martin Luther King,Family Dollar
Tampa,FL,28.02926967,-82.41569932,33604,8727 N. 40th Street,Family Dollar
Tampa,FL,28.065947,-82.451708,33612-4448,13100 N Nebraska Avenue,Family Dollar
Tampa,FL,27.981751,-82.402006,33610-8053,4002 N 50th Street,Family Dollar
Tampa,FL,27.993979,-82.430784,33610-4424,2525 E Hillsborough Ave,Family Dollar
Tampa,FL,28.04175706,-82.4265437,33612,10220 N 30th Street,Family Dollar
Tampa,FL,27.966463,-82.491974,33607,3040 West Columbus Drive,Family Dollar
Tampa,FL,27.92143248,-82.3690711,33619-6505,3021 S 78th Street,Family Dollar
Tampa,FL,27.934387,-82.40236,33619,1251 S 50th St,Family Dollar
Tampa,FL,28.079436,-82.432932,33613-5568,2275 E Bearss Ave,Family Dollar
Tampa,FL,27.96444,-82.400688,33619-2706,5024 E. 10th Avenue,Family Dollar
Tampa,FL,27.974946,-82.486435,33607,4030 Fiesta Plaza,Family Dollar
Tampa,FL,28.0308,-82.354804,33637-6729,8765 Temple Terrace Hwy,Family Dollar
Tampa,FL,28.01099,-82.485574,33604-5253,6904 N Armenia Ave,Family Dollar
Tampa,FL,27.985836,-82.450378,33603-4146,4409 N Nebraska Ave,Family Dollar
Tampa,FL,27.997661,-82.566897,33615-4715,7705 W Hillsborough Ave,Family Dollar
Tampa,FL,27.938606,-82.36839,33619,1026 S 78th Street,Family Dollar
Tampa,FL,27.99662,-82.403449,33610-4744,4902 E Hillsborough Ave,Family Dollar
Tampa,FL,28.024734,-82.450977,33604-3106,8331 N Nebraska Ave,Family Dollar
Tampa,FL,28.001842,-82.451658,33604-6856,6006 N Nebraska Ave,Family Dollar
Tampa,FL,27.990076,-82.414448,33610-6714,4900 N 40th St,Family Dollar
Tampa,FL,28.068792,-82.439108,33612,13336 N. 19th Street,Family Dollar
Tampa,FL,28.032148,-82.439091,33612-8684,1727 E Busch Blvd,Family Dollar
Tampa,FL,28.067926,-82.459674,33612-3411,102 W Fletcher Ave,Family Dollar
Tampa,FL,27.966277,-82.460505,33602-2138,2503 North Tampa Street,Family Dollar
Tampa,FL,28.009892,-82.433855,33610-1357,6825 N. 22nd Street,Family Dollar
Tampa,FL,27.898702,-82.369955,33619-7309,5519 78th St. South,Family Dollar
Tampa,FL,27.996454,-82.480673,33603-1050,2101 W. Hillsborough,Family Dollar
Tampa,FL,27.981147,-82.442644,33610,1501 E. Martin Luther King Blv,Family Dollar
Tampa,FL,28.04403823,-82.45171961,33612-6825,10404 N Nebraska Ave,Family Dollar
Tampa,FL,28.020416,-82.504291,33614,7901 N Dale Mabry Highway,Family Dollar
Tampa,FL,28.015485,-82.583721,33615-2329,7200 Sheldon Rd,Family Dollar
Tampa,FL,27.96804023,-82.45144152,33602,806 E. Forest Avenue,Family Dollar
Tavernier,FL,25.00432,-80.524249,33070-2500,91200 Overseas Hwy,Family Dollar
Temple Terrace,FL,28.016617,-82.392776,33617-7703,7511 N 56th St,Family Dollar
Titusville,FL,28.614887,-80.819557,32796,1415 Garden Street,Family Dollar
Titusville,FL,28.55907514,-80.80905118,32780-6959,708 Cheney Hwy,Family Dollar
Titusville,FL,28.636889,-80.84682,32796-1511,3333 Dairy Road,Family Dollar
Trenton,FL,29.61371157,-82.81650458,32693,229 E. Wade Street,Family Dollar
Umatilla,FL,28.939075,-81.666256,32784-8656,921 N Central Ave,Family Dollar
Vero Beach,FL,27.67468525,-80.42915828,32967-1001,4490 43rd Avenue,Family Dollar
Vero Beach,FL,27.588256,-80.376869,32963-2915,800 S Highway 1,Family Dollar
Wahneta,FL,27.955205,-81.726172,33880-5883,100 3rd Wahneta Street East,Family Dollar
Walnut Hill,FL,30.994148,-87.488508,32568-1821,11200 Hwy 97,Family Dollar
Wauchula,FL,27.5461,-81.81117,33873-2920,201 S 6th Avenue,Family Dollar
Webster,FL,28.60923186,-82.05431073,33597-4709,125 S Market Boulevard,Family Dollar
West Palm Beach,FL,26.6792,-80.11942,33415-2004,4935 Southern Blvd,Family Dollar
West Palm Beach,FL,26.75422,-80.07365,33407-2120,1225 45th St,Family Dollar
West Palm Beach,FL,26.689565,-80.057437,33405-1231,612 Belvedere Blvd,Family Dollar
West Palm Beach,FL,26.758736,-80.111465,33407-3058,5335 N Military Trl  Ste 22,Family Dollar
West Palm Beach,FL,26.723543,-80.066183,33401-2411,1256 Palm Beach Lakes Blvd.,Family Dollar
West Palm Beach,FL,26.650178,-80.143608,33415-6104,6326 Forest Hill Blvd,Family Dollar
West Palm Beach,FL,26.69669,-80.109881,33409-6043,1332 N Military Trl,Family Dollar
West Palm Beach,FL,26.651978,-80.090546,33415,3139 Forest Hill Blvd,Family Dollar
West Palm Beach,FL,26.753837,-80.055818,33407-2904,4700 Broadway Avenue,Family Dollar
West Palm Beach,FL,26.707976,-80.119814,33417-4533,5015 Okeechobee Blvd.,Family Dollar
Wewahitchka,FL,30.10547134,-85.20101735,32465,821 S Highway 71,Family Dollar
Wildwood,FL,28.864332,-82.039631,34785-1479,400 N. Main Street,Family Dollar
Williston,FL,29.388504,-82.443118,32696-2240,408 E Noble Ave,Family Dollar
Winter Garden,FL,28.552469,-81.582674,34787-3913,1011 S Dilliard St,Family Dollar
Winter Haven,FL,27.996506,-81.682803,33884,3082 Cypress Gardens Road,Family Dollar
Winter Haven,FL,28.047008,-81.760177,33881-1825,2601 Havendale Blvd Nw,Family Dollar
Winter Haven,FL,28.08038107,-81.66577166,33881,5880 Lucerne Park Road,Family Dollar
Winter Haven,FL,28.016197,-81.759548,33880-1901,2780 Recker Highway,Family Dollar
Winter Haven,FL,28.006745,-81.728317,33880-4314,1518 3rd St Sw,Family Dollar
Winter Haven,FL,28.0435,-81.729077,33881,206 Avenue T Nw,Family Dollar
Winter Park,FL,28.599393,-81.287723,32792-5623,4076 N Goldenrod Rd,Family Dollar
Winter Springs,FL,28.69895787,-81.30847604,32708,250 West State Rd 434,Family Dollar
Yulee,FL,30.630016,-81.584312,32097,463352 Sr 200,Family Dollar
Zellwood,FL,28.729635,-81.603833,32798,3077 N Orange Blossom Trail,Family Dollar
Zephyrhills,FL,28.253206,-82.172943,33540-2730,38909 County Road 54,Family Dollar
Zephyrhills,FL,28.24526,-82.18817,33542-2543,6020 Gall Blvd,Family Dollar
Zephyrhills,FL,28.21811755,-82.25046346,33543,34200 State Road 54,Family Dollar
Abbeville,GA,31.9919777,-83.30597313,31001,121 Main Street E,Family Dollar
Acworth,GA,34.0762,-84.6506,30101,3454 Baker Road,Family Dollar
Acworth,GA,34.086501,-84.573935,30102-2526,5540 Bells Ferry Rd,Family Dollar
Adairsville,GA,34.378481,-84.93183,30103-2014,7421 Adairsville Hwy,Family Dollar
Adel,GA,31.134967,-83.429704,31620-2608,507 W 4th St,Family Dollar
Albany,GA,31.607714,-84.209513,31707-2398,2408 Dawson Road,Family Dollar
Albany,GA,31.59045378,-84.17576764,31701-1421,1000 N Slappey Blvd.,Family Dollar
Albany,GA,31.58640993,-84.25182338,31721-4406,3907 Gillionville Road,Family Dollar
Albany,GA,31.59683897,-84.11649918,31705,1505 N. Maple Street,Family Dollar
Albany,GA,31.574047,-84.176739,31701-2603,211 S Slappy Blvd,Family Dollar
Albany,GA,31.57592411,-84.14194818,31705-2707,301 E. Oglethorpe Blvd,Family Dollar
Albany,GA,31.576856,-84.090097,31705,110 Cordele Rd,Family Dollar
Albany,GA,31.567242,-84.174229,31701-2900,1031 W Gordon Ave,Family Dollar
Albany,GA,31.551306,-84.136419,31705-4022,1502 Radium Springs Rd,Family Dollar
Alma,GA,31.535329,-82.462947,31510-3527,902 S Pierce St,Family Dollar
Americus,GA,32.072215,-84.214979,31709-3813,202 Manhattan St,Family Dollar
Americus,GA,32.083776,-84.240019,31709,1202 Martin Luther King Jr. Bl,Family Dollar
Athens,GA,33.97496,-83.365301,30601-2245,335 North Avenue,Family Dollar
Athens,GA,33.98938211,-83.42580285,30607,3870 Old Jefferson Road,Family Dollar
Athens,GA,33.9550048,-83.34404032,30605,995 Winterville Rd,Family Dollar
Athens,GA,33.93645,-83.32262,30605,4060 Lexington Rd,Family Dollar
Athens,GA,33.955581,-83.412373,30606,415 Hawthorne Ave,Family Dollar
Atlanta,GA,33.81051337,-84.47579464,30318,2001 James Jackson Pkwy Nw,Family Dollar
Atlanta,GA,33.69574463,-84.53451073,30331-6504,4472 Campbellton Road Sw,Family Dollar
Atlanta,GA,33.73660892,-84.39558927,30312,226 Ralph David Abernathy Blvd,Family Dollar
Atlanta,GA,33.70686408,-84.38051026,30315-5103,1723 Lakewood Avenue Se,Family Dollar
Atlanta,GA,33.7130451,-84.31084609,30316,2573 Gresham Road Se,Family Dollar
Atlanta,GA,33.69054124,-84.48409391,30344,2925 Headland Dr.,Family Dollar
Atlanta,GA,33.7016258,-84.40765146,30315,1938 Metropolitan Pkwy,Family Dollar
Atlanta,GA,33.71335661,-84.43860282,30311,1531 Campbellton Rd,Family Dollar
Atlanta,GA,33.747149,-84.333649,30317-2001,1655 Memorial Drive Se,Family Dollar
Atlanta,GA,33.739094,-84.425777,30310-1757,1165 Ralph D Abernathy Blvd Sw,Family Dollar
Atlanta,GA,33.60863706,-84.47196112,30349-3205,5403 Old National Highway,Family Dollar
Atlanta,GA,33.6913,-84.510315,30331-5221,3721b Campbellton Rd Sw,Family Dollar
Atlanta,GA,33.705162,-84.459492,30311-4606,2178 Campbellton Rd Sw,Family Dollar
Atlanta,GA,33.688482,-84.309232,30316-4838,2522 Bouldercrest Rd Se,Family Dollar
Atlanta,GA,33.607316,-84.437716,30349-6193,5425 Riverdale Rd,Family Dollar
Atlanta,GA,33.601222,-84.427133,30349-7315,5638 Riverdale Rd,Family Dollar
Atlanta,GA,33.724297,-84.348926,30316-3205,1104 Moreland Ave Se,Family Dollar
Atlanta,GA,33.7774,-84.45228,30318-4701,2045 D L Hollowell Pkwy Nw,Family Dollar
Atlanta,GA,33.757318,-84.502896,30331-4007,3500 Martin Luther Kg Jr Dr Sw,Family Dollar
Atlanta,GA,33.749715,-84.486808,30311,3050 Martin Luther King Dr,Family Dollar
Atlanta,GA,33.772685,-84.414917,30318-8402,824 Donald L Hollowell Pkwy Nw,Family Dollar
Atlanta,GA,33.739702,-84.418234,30310-1400,565 Joseph E. Lowery Blvd. Sw,Family Dollar
Atlanta,GA,33.770693,-84.372124,30354,"455 North Ave., Northeast",Family Dollar
Atlanta,GA,33.71881724,-84.34173342,30316,1410 Custer Avenue,Family Dollar
Atlanta,GA,33.858936,-84.312382,30319-3720,3412 Clairmont Rd Ne #16,Family Dollar
Atlanta,GA,33.658427,-84.442433,30337,1616 Virginia Ave,Family Dollar
Atlanta,GA,33.77605595,-84.47191266,30318,2615 Donald Lee Hollowell Park,Family Dollar
Atlanta,GA,33.725001,-84.321984,30316,2021 Flat Shoals Rd. Se,Family Dollar
Atlanta,GA,33.581196,-84.472039,30349,6385 Old National Hwy,Family Dollar
Atlanta,GA,33.72178793,-84.46437117,30311,2324 Cascade Rd.,Family Dollar
Augusta,GA,33.35721,-82.04394854,30906,3764 Peach Orchard Road,Family Dollar
Augusta,GA,33.43516209,-82.08535318,30906-9039,3211 Old Mcduffie Road,Family Dollar
Augusta,GA,33.45463887,-82.02213953,30904-6504,1801 Kissingbower Road,Family Dollar
Augusta,GA,33.44032,-82.023703,30906-2225,2625 Deans Bridge Road #7,Family Dollar
Augusta,GA,33.486466,-81.998371,30904-3934,1991 Broad St,Family Dollar
Augusta,GA,33.467071,-82.065353,30909-2937,3258 Wrightsboro Rd,Family Dollar
Augusta,GA,33.421332,-82.019099,30906-2408,2716 Peach Orchard Rd,Family Dollar
Augusta,GA,33.418485,-82.078275,30906,3352 Deans Bridge Road,Family Dollar
Augusta,GA,33.391399,-82.027694,30906-5168,3447 Peach Orchard Rd,Family Dollar
Augusta,GA,33.36740142,-81.9970012,30906-9771,3709 Mike Padgett Highway,Family Dollar
Augusta,GA,33.469295,-82.00172,30904-5757,1801 Central Ave,Family Dollar
Augusta,GA,33.463838,-81.972245,30901-2949,825 Laney Walker Blvd,Family Dollar
Augusta,GA,33.446992,-82.007542,30904-4928,2310 Milledgeville Rd,Family Dollar
Augusta,GA,33.475964,-81.995106,30904-3705,1713 Walton Way,Family Dollar
Augusta,GA,33.46537,-81.944771,30901-1850,206 Sand Bar Ferry Rd,Family Dollar
Augusta,GA,33.451724,-82.054626,30909-4453,2020 Gordon Hwy,Family Dollar
Augusta,GA,33.43050066,-82.04118787,30906-2714,2914 Deans Bridge Road,Family Dollar
Augusta,GA,33.397928,-82.052238,30906,2428 Windsor Spring Road,Family Dollar
Austell,GA,33.77766,-84.56803,30168-2810,361 Six Flags Drive,Family Dollar
Austell,GA,33.856095,-84.593352,30106-1350,"1355 East-West Connector, Ste.",Family Dollar
Bainbridge,GA,30.903384,-84.567447,39819-4135,303 S Scott St,Family Dollar
Barnesville,GA,33.05242248,-84.15426478,30204-1603,329 College Dr,Family Dollar
Baxley,GA,31.778319,-82.346129,31513-0001,143 E Parker St,Family Dollar
Blackshear,GA,31.304525,-82.243238,31516,3515 W Highway 84,Family Dollar
Blairsville,GA,34.882057,-83.95681,30512-3571,207 Hwy 515 E Unit A,Family Dollar
Blakely,GA,31.373903,-84.93825,39823-9695,12246 Columbia St,Family Dollar
Bowdon,GA,33.540386,-85.251892,30108-1141,144 Lovvorn Ave,Family Dollar
Brunswick,GA,31.192664,-81.482537,31520-3020,4420 Altama Ave,Family Dollar
Brunswick,GA,31.157475,-81.493383,31520-5847,2014 Norwich St,Family Dollar
Brunswick,GA,31.142214,-81.586812,31523,100 Hyde Park Commons,Family Dollar
Buena Vista,GA,32.316391,-84.518169,31803,114 S Broad Street,Family Dollar
Butler,GA,32.553602,-84.238526,31006,215 S Broad St,Family Dollar
Cairo,GA,30.874933,-84.210355,39828-2605,131 Martin Luther King Jr Ave,Family Dollar
Calhoun,GA,34.48603,-84.945388,30701-2617,815 S Wall St,Family Dollar
Camilla,GA,31.232781,-84.211605,31730-1247,50 North Scott Street,Family Dollar
Canton,GA,34.23096,-84.49151,30114-3322,241 Marietta Rd,Family Dollar
Carnesville,GA,34.36740258,-83.24016892,30521,9250 Lavonia Road,Family Dollar
Carrollton,GA,33.584439,-85.07881,30117-3035,430 N Park Street,Family Dollar
Carrollton,GA,33.584932,-85.058665,30117-2446,515 Bankhead Hwy,Family Dollar
Carrollton,GA,33.560892,-85.115266,30117,2290 Maple Street,Family Dollar
Cartersville,GA,34.164529,-84.79273,30120-3604,138 S Tennessee St,Family Dollar
Cedartown,GA,34.00715596,-85.25456006,30125,727 S. Main Street,Family Dollar
Chamblee,GA,33.886588,-84.286655,30341-3503,4949 Buford Hwy.,Family Dollar
Chatsworth,GA,34.761633,-84.770543,30705,500 S 3rd Avenue,Family Dollar
Chatsworth,GA,34.784087,-84.77374,30705-3222,502 Gi Maddox Pkwy,Family Dollar
Clarkston,GA,33.809169,-84.241573,30021-1230,1125 N Indian Creek Drive,Family Dollar
Clarkston,GA,33.819964,-84.228895,30021-1870,4602 E Ponce De Leon Ave,Family Dollar
Claxton,GA,32.17211796,-81.90019656,30417-5903,7967 Us Highway 301,Family Dollar
Clayton,GA,34.876175,-83.399029,30525-5421,112 Plaza Way,Family Dollar
College Park,GA,33.63605509,-84.47015919,30337-5003,2461a Riverdale Road,Family Dollar
Colquitt,GA,31.166738,-84.725098,39837-4011,401 E Crawford St,Family Dollar
Columbus,GA,32.48670018,-84.98380203,31904-8553,2323 Hamilton Road,Family Dollar
Columbus,GA,32.46327405,-84.89198006,31907-4602,906 Amber Drive,Family Dollar
Columbus,GA,32.48432858,-84.92400808,31907-2648,4015 Forrest Road,Family Dollar
Columbus,GA,32.46227279,-84.98721364,31901-2804,826 Veterans Parkway,Family Dollar
Columbus,GA,32.44989918,-84.96073443,31903,324 Brown Ave,Family Dollar
Columbus,GA,32.455952,-84.937052,31906-4367,3438 Buena Vista Road,Family Dollar
Columbus,GA,32.480576,-84.89841,31907-3667,2112 Floyd Road,Family Dollar
Columbus,GA,32.416631,-84.942485,31903-3221,3759 Victory Drive Suite 12,Family Dollar
Columbus,GA,32.464405,-84.95954,31906-3110,2126 Buena  Vista Road,Family Dollar
Columbus,GA,32.42393,-84.9511,31903-2721,1647 S Lumpkin Rd,Family Dollar
Columbus,GA,32.49349,-84.980831,31904-8247,3126 Veterans Pkwy,Family Dollar
Columbus,GA,32.519777,-84.890057,31907-8700,5600 Milgen Rd,Family Dollar
Columbus,GA,32.43645059,-84.9395229,31903-2002,810 Fort Benning Road,Family Dollar
Columbus,GA,32.537039,-84.904425,31909-4159,5181 Warm Springs Rd,Family Dollar
Columus,GA,32.443792,-84.923064,31907,326 Farr Rd,Family Dollar
Conyers,GA,33.637169,-84.017872,30013,1830 Highway 138 Se,Family Dollar
Conyers,GA,33.69352887,-83.95972125,30013,2601 Highway 138 Ne,Family Dollar
Conyers,GA,33.667127,-84.026721,30012-5280,1163 West Ave Sw,Family Dollar
Conyers,GA,33.62452,-83.976037,30013,2460 Salem Road,Family Dollar
Conyers,GA,33.685227,-84.001532,30012-3635,425 Signman Rd Nw,Family Dollar
Cordele,GA,31.955391,-83.785005,31015,302 W 24th Avenue,Family Dollar
Covington,GA,33.54823582,-83.94281172,30016,3250 Highway 81,Family Dollar
Crawford,GA,33.882332,-83.157697,30630-2514,1178 Athens Rd,Family Dollar
Cuthbert,GA,31.76692592,-84.79093535,39840,681 Blakely St,Family Dollar
Dallas,GA,33.868688,-84.839923,30157,2985 Villa Rica Highway,Family Dollar
Dalton,GA,34.795402,-84.962778,30721-8675,1261 Cleveland Hwy,Family Dollar
Dalton,GA,34.896725,-84.947433,30721-7444,3901 Cleveland Rd,Family Dollar
Dalton,GA,34.767148,-84.950731,30721,1210 E. Morris Street,Family Dollar
Dalton,GA,34.753765,-84.968507,30720-7888,1129 S Thornton Ave,Family Dollar
Dawson,GA,31.769454,-84.446396,39842-1703,418 S Main St,Family Dollar
